id,category,question,option_a,option_b,option_c,option_d,correct_option,correct_answer
146,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: איזו אפשרות מתארת נכון את המדינה שבה נמצאת העיר קיוטו?,יפן,סין,תאילנד,קוריאה הדרומית,א,יפן
147,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: איזו אפשרות מתארת נכון את המדינה שבה נמצאת העיר פירנצה?,צרפת,ספרד,איטליה,יוון,ג,איטליה
148,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: איזו אפשרות מתארת נכון את המדינה שבה נמצאת פטגוניה ברובה?,קולומביה,ארגנטינה,קנדה,מקסיקו,ב,ארגנטינה
149,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת צרפת?,ברלין,פריז,רומא,מדריד,ב,פריז
150,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת איטליה?,רומא,מדריד,פריז,ברלין,א,רומא
151,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת ספרד?,מדריד,ברלין,פריז,רומא,א,מדריד
152,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת גרמניה?,ברלין,מדריד,רומא,פריז,א,ברלין
153,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת הולנד?,פריז,מדריד,רומא,אמסטרדם,ד,אמסטרדם
154,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת בלגיה?,בריסל,רומא,פריז,מדריד,א,בריסל
155,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת אוסטריה?,רומא,וינה,מדריד,פריז,ב,וינה
156,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת יוון?,רומא,פריז,מדריד,אתונה,ד,אתונה
157,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת פורטוגל?,ליסבון,מדריד,רומא,פריז,א,ליסבון
158,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת שווייץ?,ברן,פריז,רומא,מדריד,א,ברן
159,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת שוודיה?,סטוקהולם,מדריד,פריז,רומא,א,סטוקהולם
160,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת נורווגיה?,אוסלו,מדריד,פריז,רומא,א,אוסלו
161,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת דנמרק?,מדריד,פריז,קופנהגן,רומא,ג,קופנהגן
162,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת פינלנד?,מדריד,פריז,הלסינקי,רומא,ג,הלסינקי
163,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת אירלנד?,רומא,דבלין,פריז,מדריד,ב,דבלין
164,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת פולין?,מדריד,ורשה,פריז,רומא,ב,ורשה
165,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת צ'כיה?,פראג,מדריד,רומא,פריז,א,פראג
166,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת הונגריה?,פריז,רומא,מדריד,בודפשט,ד,בודפשט
167,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת רומניה?,בוקרשט,פריז,מדריד,רומא,א,בוקרשט
168,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת בולגריה?,סופיה,מדריד,פריז,רומא,א,סופיה
169,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת קרואטיה?,מדריד,רומא,פריז,זאגרב,ד,זאגרב
170,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת סרביה?,רומא,בלגרד,מדריד,פריז,ב,בלגרד
171,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת טורקיה?,רומא,פריז,אנקרה,מדריד,ג,אנקרה
172,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת רוסיה?,מדריד,מוסקבה,רומא,פריז,ב,מוסקבה
173,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת אוקראינה?,רומא,פריז,מדריד,קייב,ד,קייב
174,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת מצרים?,פריז,רומא,קהיר,מדריד,ג,קהיר
175,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת מרוקו?,מדריד,פריז,רומא,רבאט,ד,רבאט
176,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת תוניסיה?,רומא,פריז,תוניס,מדריד,ג,תוניס
177,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת אלג'יריה?,פריז,אלג'יר,מדריד,רומא,ב,אלג'יר
178,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת דרום אפריקה?,פרטוריה,רומא,מדריד,פריז,א,פרטוריה
179,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת קניה?,ניירובי,רומא,מדריד,פריז,א,ניירובי
180,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת אתיופיה?,פריז,אדיס אבבה,מדריד,רומא,ב,אדיס אבבה
181,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת ניגריה?,פריז,אבוג'ה,רומא,מדריד,ב,אבוג'ה
182,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת גאנה?,רומא,פריז,מדריד,אקרה,ד,אקרה
183,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת סנגל?,מדריד,דקר,פריז,רומא,ב,דקר
184,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת יפן?,רומא,מדריד,פריז,טוקיו,ד,טוקיו
185,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת סין?,רומא,פריז,מדריד,בייג'ינג,ד,בייג'ינג
186,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת קוריאה הדרומית?,רומא,סיאול,מדריד,פריז,ב,סיאול
187,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת תאילנד?,פריז,מדריד,בנגקוק,רומא,ג,בנגקוק
188,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת וייטנאם?,פריז,רומא,מדריד,האנוי,ד,האנוי
189,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת הודו?,מדריד,פריז,ניו דלהי,רומא,ג,ניו דלהי
190,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת פקיסטן?,פריז,מדריד,אסלאמאבאד,רומא,ג,אסלאמאבאד
191,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת בנגלדש?,מדריד,פריז,דאקה,רומא,ג,דאקה
192,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת אינדונזיה?,ג'קרטה,פריז,רומא,מדריד,א,ג'קרטה
193,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת מלזיה?,קואלה לומפור,רומא,פריז,מדריד,א,קואלה לומפור
194,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת פיליפינים?,מדריד,פריז,רומא,מנילה,ד,מנילה
195,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת אוסטרליה?,מדריד,רומא,קנברה,פריז,ג,קנברה
196,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת ניו זילנד?,מדריד,פריז,ולינגטון,רומא,ג,ולינגטון
197,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת קנדה?,רומא,מדריד,פריז,אוטווה,ד,אוטווה
198,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת ארצות הברית?,וושינגטון די. סי.,רומא,מדריד,פריז,א,וושינגטון די. סי.
199,גאוגרפיה,לצורך חידון טריוויה בקטגוריית גאוגרפיה: במבחן ידע כללי: מה נכון לגבי בירת מקסיקו?,פריז,מדריד,מקסיקו סיטי,רומא,ג,מקסיקו סיטי
